Rank,Coin,Symbol,Market Cap,Price
496,Machine Xchan...,MXC,"
$4,849,848
",$0.006066
497,Safex Token,SFT,"
$4,833,991
",$0.005055
498,MassGrid,MGD,"
$4,827,242
",$0.065672
499,SunContract,SNC,"
$4,802,066
 ",$0.039134
500,Rublix,RBLX,"
$4,776,375
",$0.229840
501,Smartshare,SSP,"
$4,711,481
",$0.001015
502,Penta,PNT,"
$4,702,482
",$0.000228
503,CanonChain,CZR,"
$4,601,844
",$0.008494
504,Measurable Da...,MDT,"
$4,567,347
",$0.008710
505,Coinsuper Eco...,CEN,"
$4,528,747
",$0.010480
506,Darico Ecosys...,DEC,"
$4,528,043
",$0.087848
507,Diamond,DMD,"
$4,515,885
",$1.39
508,BaaSid,BAAS,"
$4,515,469
",$0.001082
509,INMAX,INX,"
$4,506,001
",$1.33
510,Dignity,DIG,"
$4,490,226
",$0.008585
511,Bean Cash,BITB,"
$4,488,197
",$0.001444
512,Phantasma,SOUL,"
$4,475,329
",$0.076720
513,OKCash,OK,"
$4,471,961
",$0.059938
514,EveryCoin ,EVY,"
$4,468,910
",$0.000476
515,Divi,DIVI,"
$4,457,918
",$0.004102
516,Invictus Hype...,IHF,"
$4,417,675
",$0.036899
517,Apex,CPX,"
$4,405,704
",$0.009459
518,Stealth,XST,"
$4,377,716
",$0.135407
519,Fortuna,FOTA,"
$4,363,528
",$0.009091
520,Loki,LOKI,"
$4,341,824
",$0.106426
521,Zeepin,ZPT,"
$4,332,169
",$0.008664
522,ATN,ATN,"
$4,318,217
",$0.051223
523,Digix Gold Token,DGX,"
$4,309,735
",$42.91
524,Cryptaur,CPT,"
$4,274,857
",$0.000550
525,Shift,SHIFT,"
$4,244,346
",$0.321361
526,COSS,COSS,"
$4,237,378
",$0.035497
527,Crown,CRW,"
$4,234,209
",$0.188615
528,Wowbit,WWB,"
$4,231,583
",$0.015234
529,KickCoin,KICK,"
$4,158,334
",$0.002846
530,ChatCoin,CHAT,"
$4,119,409
",$0.005970
531,Delphy,DPY,"
$4,097,859
",$0.071872
532,Cashbery Coin,CBC,"
$4,075,608
",$0.060711
533,LinkEye,LET,"
$4,064,397
",$0.006774
534,LoyalCoin,LYL,"
$4,063,871
",$0.000759
535,Zen Protocol,ZP,"
$4,041,079
",$0.213152
536,Omnitude,ECOM,"
$4,023,761
",$0.062082
537,Wings,WINGS,"
$4,019,006
",$0.041676
538,Remme,REM,"
$4,011,653
",$0.006530
539,Ulord,UT,"
$4,010,951
",$0.041568
540,bitUSD,BITUSD,"
$4,006,469
",$0.980670
541,Polis,POLIS,"
$3,996,044
",$0.627745
542,SIX,SIX,"
$3,986,661
",$0.014562
543,XMax,XMX,"
$3,965,212
",$0.000348
544,Flowchain,FLC,"
$3,907,696
",$5.66
545,Lendingblock,LND,"
$3,880,180
",$0.005030
546,sUSD,SUSD,"
$3,859,497
",$0.941909
547,NAGA,NGC,"
$3,858,127
",$0.053991
548,DAEX,DAX,"
$3,826,304
",$0.010788
549,nOS,NOS,"
$3,825,523
",$0.037322
550,PTON,PTON,"
$3,820,614
",$0.000505
551,Morpheus Labs,MITX,"
$3,818,955
",$0.018577
552,DADI,DADI,"
$3,817,578
",$0.050726
553,QChi,QCH,"
$3,816,925
",$0.118268
554,LUXCoin,LUX,"
$3,788,003
",$0.654988
555,Radium,RADS,"
$3,726,735
",$0.994058
556,VNT Chain,VNT,"
$3,722,711
",$0.002912
557,VeriCoin,VRC,"
$3,719,208
",$0.117099
558,Hi Mutual Soc...,HMC,"
$3,712,572
",$0.009187
559,Haven Protocol,XHV,"
$3,705,077
",$0.472038
560,FNKOS,FNKOS,"
$3,698,014
",$0.023982
561,Maecenas,ART,"
$3,680,154
",$0.076119
562,Bloom,BLT,"
$3,675,038
",$0.068510
563,I/O Coin,IOC,"
$3,633,740
",$0.207624
564,CloakCoin,CLOAK,"
$3,605,794
",$0.679824
565,VINchain,VIN,"
$3,560,387
",$0.007416
566,AIDUS TOKEN,AID,"
$3,549,502
",$0.022184
567,Wibson,WIB,"
$3,530,228
",$0.001384
568,DeepOnion,ONION,"
$3,527,523
",$0.218868
569,PIBBLE,PIB,"
$3,511,845
",$0.000562
570,SpankChain,SPANK,"
$3,503,164
",$0.011676
571,DECENT,DCT,"
$3,494,042
",$0.068102
572,Safe Haven,SHA,"
$3,473,909
",$0.001156
573,ICE ROCK MINING,ROCK2,"
$3,457,069
",$0.219898
574,DecentBet,DBET,"
$3,419,588
",$0.018128
575,SPINDLE,SPD,"
$3,418,333
",$0.001082
576,Lamden,TAU,"
$3,415,788
",$0.024018
577,PACcoin,$PAC,"
$3,401,931
",$0.000478
578,ZPER,ZPR,"
$3,389,243
",$0.002665
579,Hashgard,GARD,"
$3,388,316
",$0.000068
580,EvenCoin,EVN,"
$3,366,461
",$0.141728
581,Noku,NOKU,"
$3,352,846
",$0.141012
582,SpaceChain,SPC,"
$3,349,942
",$0.006493
583,Unikoin Gold,UKG,"
$3,309,552
",$0.023011
584,Eden,EDN,"
$3,305,375
",$0.005509
585,SINOVATE,SIN,"
$3,300,822
",$0.005134
586,Olive,OLE,"
$3,296,587
",$0.011901
587,Optimal Shelf...,OSA,"
$3,269,504
",$0.002353
588,Hxro,HXRO,"
$3,263,197
",$0.047690
589,Kambria,KAT,"
$3,253,913
",$0.002644
590,Vanta Network,VNT,"
$3,253,896
",$0.001157
591,TE-FOOD,TFD,"
$3,224,534
",$0.006325
592,SelfSell,SSC,"
$3,220,697
",$0.008258
593,Cloudbric,CLB,"
$3,213,813
",$0.007938
594,Change,CAG,"
$3,199,472
",$0.101014
595,MARK.SPACE,MRK,"
$3,193,859
",$0.004182
596,TV-TWO,TTV,"
$3,179,829
",$0.007581
597,Myriad,XMY,"
$3,178,427
",$0.001896
598,HTMLCOIN,HTML,"
$3,151,975
",$0.000059
599,carVertical,CV,"
$3,114,993
",$0.000404
600,BABB,BAX,"
$3,096,809
",$0.000147
601,PolySwarm,NCT,"
$3,086,869
",$0.001996
602,Unibright,UBT,"
$3,060,340
",$0.021707
603,FintruX Network,FTX,"
$3,044,876
",$0.032051
604,Lition,LIT,"
$3,043,384
",$0.122468
605,XEL,XEL,"
$3,012,371
",$0.032859
606,Footballcoin,XFC,"
$3,011,864
",$0.008039
607,GoldCoin,GLC,"
$2,955,532
",$0.070941
608,NeoWorld Cash,NASH,"
$2,953,874
",$0.000213
609,Hiveterminal ...,HVN,"
$2,953,533
",$0.007199
610,Peerplays,PPY,"
$2,943,787
",$0.653951
611,Peculium,PCL,"
$2,935,641
",$0.001441
612,Pandacoin,PND,"
$2,935,167
",$0.000090
613,Grid+,GRID,"
$2,885,008
",$0.073529
614,CargoX,CXO,"
$2,874,896
",$0.018564
615,Gene Source C...,GENE,"
$2,858,851
",$0.007666
616,YEE,YEE,"
$2,846,877
",$0.002085
617,CanYaCoin,CAN,"
$2,843,345
",$0.057293
618,Eligma Token,ELI,"
$2,837,938
",$0.020302
619,Paragon,PRG,"
$2,816,840
",$0.043378
620,Equal,EQL,"
$2,804,534
",$0.004876
621,Internxt,INXT,"
$2,799,160
",$4.45
622,Covesting,COV,"
$2,784,598
",$0.154700
623,CVCoin,CVN,"
$2,749,045
",$0.222039
624,Bitcoin Atom,BCA,"
$2,747,453
",$0.149165
625,Xaurum,XAUR,"
$2,702,303
",$0.031189
626,ZMINE,ZMN,"
$2,664,297
",$0.015781
627,Vodi X,VDX,"
$2,640,303
",$0.011456
628,NuShares,NSR,"
$2,631,185
",$0.000947
629,RightMesh,RMESH,"
$2,630,149
",$0.038110
630,CoinPoker,CHP,"
$2,606,061
",$0.008083
631,Global Curren...,GCR,"
$2,573,569
",$0.024283
632,Chronobank,TIME,"
$2,560,216
",$3.61
633,Neurotoken,NTK,"
$2,535,417
",$0.032132
634,ugChain,UGC,"
$2,531,284
",$0.004450
635,Kleros,PNK,"
$2,490,537
",$0.011051
636,UpToken,UP,"
$2,480,829
",$0.016958
637,GridCoin,GRC,"
$2,475,622
",$0.005902
638,ATC Coin,ATCC,"
$2,463,970
",$0.007493
639,Unification,UND,"
$2,451,910
",$0.063429
640,Medicalchain,MTN,"
$2,447,694
",$0.008815
641,Ubex,UBEX,"
$2,443,783
",$0.000788
642,XinFin Network,XDCE,"
$2,442,267
",$0.000630
643,TrueFlip,TFL,"
$2,374,759
",$0.380128
644,AI Doctor,AIDOC,"
$2,338,919
",$0.005276
645,Next.exchange,NEXT,"
$2,329,186
",$0.664404
646,ADAMANT Messe...,ADM,"
$2,319,929
",$0.028395
647,YGGDRASH,YEED,"
$2,310,841
",$0.000424
648,0Chain,ZCN,"
$2,307,784
",$0.057528
649,Dimecoin,DIME,"
$2,303,887
",$0.000004
650,RevolutionVR,RVR,"
$2,303,365
",$0.010968
651,Veil,VEIL,"
$2,269,334
",$0.114068
652,Novacoin,NVC,"
$2,254,358
",$0.965151
653,indaHash,IDH,"
$2,253,263
",$0.005634
654,Switcheo,SWTH,"
$2,247,438
",$0.004300
655,Sentinel,SENT,"
$2,224,029
",$0.001112
656,Tolar,TOL,"
$2,210,906
",$0.009019
657,MonetaryUnit,MUE,"
$2,186,593
",$0.013538
658,Rate3,RTE,"
$2,176,545
",$0.002447
659,Effect.AI,EFX,"
$2,171,861
",$0.008613
660,Acute Angle C...,AAC,"
$2,163,942
",$0.008656
661,Howdoo,UDOO,"
$2,145,663
",$0.012809
662,Blockparty (B...,BOXX,"
$2,141,023
",$0.079199
663,NewYorkCoin,NYC,"
$2,122,284
",$0.000016
664,Nework,NKC,"
$2,119,800
",$0.014363
665,ProChain,PRA,"
$2,108,557
",$0.042543
666,PotCoin,POT,"
$2,085,768
",$0.009384
667,SolarCoin,SLR,"
$2,063,193
",$0.039090
668,aXpire,AXPR,"
$2,054,263
",$0.007236
669,Decision Token,HST,"
$2,053,641
",$0.064124
670,Nebula AI,NBAI,"
$2,045,322
",$0.001630
671,MidasProtocol,MAS,"
$2,044,738
",$0.006925
672,Dynamic,DYN,"
$2,036,407
",$0.145156
673,Cappasity,CAPP,"
$2,031,593
",$0.003813
674,Moneytoken,IMT,"
$2,027,483
",$0.000215
675,FREE Coin,FREE,"
$2,018,014
",$2.3e-07
676,LIFE,LIFE,"
$2,013,115
",$0.000086
677,Oxycoin,OXY,"
$2,006,399
",$0.002161
678,BANKEX,BKX,"
$2,000,454
",$0.020546
679,Consensus,SEN,"
$1,992,245
",$0.001224
680,WeTrust,TRST,"
$1,988,630
",$0.021581
681,Liquidity Net...,LQD,"
$1,982,266
",$0.045743
682,FuzeX,FXT,"
$1,981,792
",$0.002435
683,HashCoin,HSC,"
$1,973,129
",$0.000153
684,Expanse,EXP,"
$1,969,831
",$0.187687
685,BitSend,BSD,"
$1,968,214
",$0.083488
686,Datum,DAT,"
$1,951,067
",$0.001950
687,ION,ION,"
$1,949,085
",$0.135317
688,Zeusshield,ZSC,"
$1,942,070
",$0.001684
689,Pundi X NEM,NPXSXEM,"
$1,916,578
",$0.000787
690,Nasdacoin,NSD,"
$1,910,232
",$0.095146
691,eXPerience Chain,XPC,"
$1,892,829
",$0.000021
692,Insights Network,INSTAR,"
$1,879,495
",$0.013663
693,Skychain,SKCH,"
$1,867,428
",$0.249595
694,UNIVERSAL CASH,UCASH,"
$1,861,575
",$0.000180
695,EncrypGen,DNA,"
$1,857,846
",$0.027717
696,SophiaTX,SPHTX,"
$1,846,871
",$0.005607
697,Friendz,FDZ,"
$1,832,623
",$0.003884
698,Open Platform,OPEN,"
$1,831,397
",$0.002547
699,SafeCoin,SAFE,"
$1,830,270
",$0.065991
700,NeuroChain,NCC,"
$1,819,875
",$0.005344
701,Curecoin,CURE,"
$1,815,554
",$0.075097
702,SIBCoin,SIB,"
$1,815,455
",$0.102948
703,Kryll,KRL,"
$1,811,630
",$0.078387
704,EchoLink,EKO,"
$1,801,821
",$0.003604
705,NOW Token,NOW,"
$1,800,698
",$0.027395
706,STK,STK,"
$1,800,545
",$0.005235
707,Snetwork,SNET,"
$1,799,799
",$0.011880
708,Fountain,FTN,"
$1,762,749
",$0.034883
709,Humaniq,HMQ,"
$1,762,039
",$0.009483
710,CashBet Coin,CBC,"
$1,759,035
",$0.010920
711,Cardstack,CARD,"
$1,753,409
",$0.000738
712,TransferCoin,TX,"
$1,735,813
",$0.220928
713,AidCoin,AID,"
$1,724,975
",$0.037789
714,ExclusiveCoin,EXCL,"
$1,724,135
",$0.309774
715,Plair,PLA,"
$1,716,415
",$0.000086
716,LikeCoin,LIKE,"
$1,708,004
",$0.003607
717,HyperSpace,AMP,"
$1,701,472
",$0.016892
718,Bitcoin Interest,BCI,"
$1,698,885
",$0.092699
719,Titan Coin,TTN,"
$1,675,862
",$0.001977
720,EBCoin,EBC,"
$1,662,348
",$0.000410
721,Denarius,D,"
$1,651,258
",$0.286737
722,Rotharium,RTH,"
$1,649,313
",$0.491266
723,Spectre.ai Ut...,SXUT,"
$1,636,867
",$0.066730
724,Carboneum [C8...,C8,"
$1,626,377
",$0.031684
725,AC3,AC3,"
$1,623,246
",$0.003306
726,Ormeus Coin,ORME,"
$1,614,689
",$0.044971
727,Silent Notary,SNTR,"
$1,606,727
",$0.000019
728,1SG,1SG,"
$1,606,677
",$0.721454
729,PAYCENT,PYN,"
$1,584,242
",$0.051667
730,Graft,GRFT,"
$1,583,065
",$0.002869
731,Upfiring,UFR,"
$1,582,093
",$0.073245
732,PAL Network,PAL,"
$1,580,812
",$0.003605
733,TRAXIA,TMT,"
$1,570,721
",$0.003141
734,EXRNchain,EXRN,"
$1,533,879
",$0.000017
735,Storiqa,STQ,"
$1,532,811
",$0.000140
736,Rise,RISE,"
$1,521,749
",$0.011013
737,Matchpool,GUP,"
$1,517,122
",$0.020228
738,DreamTeam Token,DREAM,"
$1,516,828
",$0.080421
739,Hubii Network,HBT,"
$1,515,738
",$0.100096
740,VegaWallet Token,VGW,"
$1,506,061
",$0.134347
741,Cryptopay,CPAY,"
$1,504,308
",$0.022009
742,Trinity Netwo...,TNC,"
$1,498,004
",$0.004494
743,VisionX,VNX,"
$1,491,132
",$0.000481
744,Beetle Coin,BEET,"
$1,490,119
",$0.007848
745,Rapids,RPD,"
$1,484,551
",$0.000236
746,Sentivate,SNTVT,"
$1,481,606
",$0.001646
747,Electrify.Asia,ELEC,"
$1,478,432
",$0.002792
748,Blocktrade Token,BTT,"
$1,465,888
",$0.026496
749,Musicoin,MUSIC,"
$1,463,603
",$0.000903
750,Semux,SEM,"
$1,457,649
",$0.133773
751,Banca,BANCA,"
$1,450,835
",$0.000081
752,WOLLO,WLO,"
$1,445,720
",$0.033577
753,MktCoin,MLM,"
$1,440,345
",$0.001191
754,GMB,GMB,"
$1,436,760
",$0.002777
755,Zap,ZAP,"
$1,416,541
",$0.010769
756,Bounty0x,BNTY,"
$1,401,089
",$0.006020
757,Gems ,GEM,"
$1,388,415
",$0.001204
758,CEEK VR,CEEK,"
$1,383,847
",$0.002757
759,CrypticCoin,CRYP,"
$1,382,053
",$0.000542
760,Mysterium,MYST,"
$1,363,990
",$0.057619
761,Winco,WCO,"
$1,358,131
",$0.002827
762,Datawallet,DXT,"
$1,351,316
",$0.003463
763,Sharder,SS,"
$1,341,659
",$0.004736
764,Nuggets,NUG,"
$1,332,685
",$0.000788
765,Swarm City,SWT,"
$1,321,996
",$0.154996
766,Kuai Token,KT,"
$1,321,608
",$0.138929
767,MIB Coin,MIB,"
$1,318,347
",$0.013531
768,Qbao,QBT,"
$1,316,051
",$0.020138
769,Quasarcoin,QAC,"
$1,311,921
",$0.007796
770,Flixxo,FLIXX,"
$1,306,371
",$0.016407
771,DOS Network,DOS,"
$1,305,277
",$0.013639
772,Lunes,LUNES,"
$1,295,828
",$0.008597
773,VouchForMe,IPL,"
$1,286,460
",$0.005622
774,Digital Asset...,DAGT,"
$1,275,812
",$0.055344
775,Essentia,ESS,"
$1,254,125
",$0.001518
776,Credit Tag Chain,CTC,"
$1,251,872
",$0.022917
777,Thrive Token,THRT,"
$1,247,049
",$0.012082
778,Stox,STX,"
$1,241,722
",$0.023402
779,DIMCOIN,DIM,"
$1,229,195
",$0.000585
780,Alphacat,ACAT,"
$1,228,851
",$0.000440
781,OracleChain,OCT,"
$1,225,478
",$0.040849
782,ATLANT,ATL,"
$1,222,242
",$0.022561
783,Halo Platform,HALO,"
$1,219,269
",$0.000311
784,ONOToken,ONOT,"
$1,200,985
",$0.000072
785,uPlexa,UPX,"
$1,199,880
",$0.000797
786,DaTa eXchange,DTX,"
$1,193,657
",$0.015775
787,Ink Protocol,XNK,"
$1,190,382
",$0.003991
788,HOQU,HQX,"
$1,189,453
",$0.007032
789,BitcoinZ,BTCZ,"
$1,187,627
",$0.000257
790,Niobium Coin,NBC,"
$1,169,253
",$0.023898
791,GeoCoin,GEO,"
$1,165,965
",$0.366592
792,OneLedger,OLT,"
$1,165,764
",$0.003854
793,RED,RED,"
$1,165,641
",$0.008966
794,MTC Mesh Network,MTC,"
$1,158,820
",$0.003658
795,Serve,SERV,"
$1,143,158
",$0.025257
796,WebDollar,WEBD,"
$1,139,992
",$0.000217
797,IQeon,IQN,"
$1,139,785
",$0.410692
798,Omni,OMNI,"
$1,131,673
",$2.01
799,LocalCoinSwap,LCS,"
$1,127,416
",$0.021469
800,PUBLYTO Token,PUB,"
$1,127,098
",$0.000753
801,X-CASH,XCASH,"
$1,121,815
",$0.000029
802,Internet of P...,IOP,"
$1,121,529
",$0.084769
803,Linfinity,LFC,"
$1,121,493
",$0.001243
804,Kolion,KLN,"
$1,120,266
",$1.12
805,IONChain,IONC,"
$1,102,789
",$0.009100
806,Zilla,ZLA,"
$1,100,917
",$0.018349
807,Energo,TSL,"
$1,100,913
",$0.001828
808,DubaiCoin,DBIX,"
$1,070,247
",$0.251045
809,PlayGame,PXG,"
$1,065,146
",$0.001283
810,CoinFi,COFI,"
$1,064,622
",$0.005471
811,DATx,DATX,"
$1,062,233
",$0.000763
812,0xBitcoin,0xBTC,"
$1,045,994
",$0.229604
813,Amon,AMN,"
$1,044,649
",$0.001996
814,Patientory,PTOY,"
$1,042,639
",$0.014895
815,Masari,MSR,"
$1,035,158
",$0.089081
816,Decentralized...,DCTO,"
$1,021,700
",$0.001313
817,Sakura Bloom,SKB,"
$1,012,079
",$0.000392
818,Uquid Coin,UQC,"
$994,621
",$0.099462
819,Matryx,MTX,"
$994,581
",$0.042825
820,SHIELD,XSH,"
$983,947
",$0.001918
821,DPRating,RATING,"
$983,905
",$0.000452
822,Memetic / Pep...,MEME,"
$981,618
",$0.032859
823,NoLimitCoin,NLC2,"
$969,519
",$0.004604
824,Pirl,PIRL,"
$967,205
",$0.020630
825,QuadrantProtocol,EQUAD,"
$965,688
",$0.002758
826,Xriba,XRA,"
$943,166
",$0.010597
827,Hacken,HKN,"
$921,757
",$0.171665
828,NuBits,USNBT,"
$918,982
",$0.083683
829,BitDegree,BDG,"
$918,172
",$0.002519
830,Sentinel Chain,SENC,"
$910,149
",$0.004614
831,Pluton,PLU,"
$906,628
",$1.07
832,Bodhi [ETH],BOE,"
$906,220
",$0.061158
833,Utrum,OOT,"
$882,718
",$0.013622
834,Blue Protocol,BLUE,"
$870,406
",$0.023752
835,On.Live,ONL,"
$870,330
",$0.040252
836,CoTrader,COT,"
$867,969
",$0.000055
837,Yocoin,YOC,"
$867,193
",$0.002346
838,VeriumReserve,VRM,"
$862,205
",$0.390514
839,ArtByte,ABY,"
$858,521
",$0.001083
840,iEthereum,IETH,"
$840,619
",$0.046748
841,Mallcoin,MLC,"
$838,739
",$0.004762
842,FedoraCoin,TIPS,"
$837,847
",$0.000004
843,Maverick Chain,MVC,"
$830,540
",$0.007767
844,Scanetchain,SWC,"
$829,146
",$0.001132
845,Paytomat,PTI,"
$815,757
",$0.004195
846,MyWish,WISH,"
$813,090
",$0.052787
847,Torque,XTC,"
$810,037
",$0.000096
848,FarmaTrust,FTT,"
$804,536
",$0.001341
849,Coin Lion,LION,"
$802,618
",$0.024906
850,Dovu,DOV,"
$793,939
",$0.001986
851,DAV Coin,DAV,"
$780,797
",$0.001344
852,UChain,UCN,"
$773,828
",$0.002534
853,Digital Insur...,DIT,"
$769,762
",$0.003427
854,PHI Token,PHI,"
$769,040
",$0.131950
855,OptiToken,OPTI,"
$767,817
",$0.028884
856,Sequence,SEQ,"
$767,333
",$0.016429
857,ESBC,ESBC,"
$764,614
",$0.052457
858,IDEX Membership,IDXM,"
$764,304
",$382.15
859,Crowd Machine,CMCT,"
$763,438
",$0.001624
860,Birake,BIR,"
$757,990
",$0.012381
861,OWNDATA,OWN,"
$750,836
",$0.000068
862,Ethersocial,ESN,"
$743,196
",$0.023182
863,Graviocoin,GIO,"
$733,418
",$0.000816
864,adbank,ADB,"
$729,257
",$0.001096
865,LALA World,LALA,"
$715,915
",$0.003188
866,AICHAIN,AIT,"
$714,117
",$0.001335
867,BiblePay,BBP,"
$711,288
",$0.000441
868,Max Property ...,MPG,"
$710,364
",$0.018068
869,Karbo,KRB,"
$705,407
",$0.093258
870,FLIP,FLP,"
$704,821
",$0.012596
871,GINcoin,GIN,"
$701,296
",$0.110932
872,Pinkcoin,PINK,"
$700,287
",$0.001715
873,Bitcoin Plus,XBC,"
$694,385
",$5.56
874,Crypto Sports,CSPN,"
$681,208
",$0.489222
875,Qredit,XQR,"
$677,639
",$0.001250
876,ATBCoin,ATB,"
$671,797
",$0.015981
877,Blockchain Ce...,BCDT,"
$669,257
",$0.021287
878,Syndicate,SYNX,"
$660,475
",$0.020311
879,Vetri,VLD,"
$648,004
",$0.002580
880,TrustNote,TTT,"
$646,538
",$0.002086
881,Welltrado,WTL,"
$645,771
",$0.016091
882,Origin Sport,ORS,"
$636,572
",$0.008333
883,Zero,ZER,"
$632,668
",$0.101916
884,Blockpass,PASS,"
$630,357
",$0.005339
885,SnapCoin,SNPC,"
$629,180
",$0.001447
886,Nerva,XNV,"
$620,951
",$0.039058
887,FoldingCoin,FLDC,"
$619,018
",$0.000812
888,KuboCoin,KUBO,"
$615,979
",$0.000011
889,Experty,EXY,"
$613,871
",$0.022662
890,0xcert,ZXC,"
$612,871
",$0.001846
891,GoNetwork,GOT,"
$609,765
",$0.009836
892,HashNet BitEco,HNB,"
$608,349
",$0.029214
893,Truegame,TGAME,"
$600,508
",$0.007272
894,1World,1WO,"
$591,565
",$0.028195
895,Faceter,FACE,"
$579,615
",$0.001232
896,Ryo Currency,RYO,"
$573,628
",$0.047538
897,Conceal,CCX,"
$568,220
",$0.151211
898,Narrative,NRVE,"
$565,934
",$0.012060
899,WABnetwork,WAB,"
$555,124
",$0.000058
900,Lethean,LTHN,"
$551,355
",$0.000829
901,Chimpion,BNANA,"
$549,950
",$0.133592
902,MinexCoin,MNX,"
$545,720
",$0.096539
903,LatiumX,LATX,"
$541,224
",$0.005165
904,SnowGem,XSG,"
$533,686
",$0.046995
905,Sether,SETH,"
$530,690
",$0.026354
906,BlitzPredict,XBP,"
$521,905
",$0.001408
907,PARETO Rewards,PARETO,"
$514,896
",$0.001140
908,Eristica,ERT,"
$510,119
",$0.002958
909,Mao Zedong,MAO,"
$508,211
",$0.080101
910,Scorum Coins,SCR,"
$505,948
",$0.017288
911,PlatonCoin,PLTC,"
$502,425
",$0.219078
912,Pylon Network,PYLNT,"
$498,451
",$1.18
913,HBZ coin,HBZ,"
$498,047
",$0.000510
914,CYCLEAN,CCL,"
$497,856
",$0.000734
915,VeriSafe,VSF,"
$490,735
",$0.000045
916,StrongHands M...,SHMN,"
$490,378
",$0.386886
917,Bethereum,BETHER,"
$488,094
",$0.001067
918,Alchemint Sta...,SDS,"
$487,353
",$0.001533
919,eBitcoin,EBTC,"
$472,259
",$0.024991
920,EtherGem,EGEM,"
$472,185
",$0.024236
921,ACE (TokenStars),ACE,"
$471,985
",$0.039780
922,Sharpay,S,"
$469,151
",$0.000458
923,Coinlancer,CL,"
$462,340
",$0.005807
924,GoldMint,MNTP,"
$457,400
",$0.238851
925,ZCore,ZCR,"
$448,826
",$0.109592
926,Sumokoin,SUMO,"
$447,344
",$0.044336
927,Dash Green,DASHG,"
$444,626
",$0.237620
928,Pigeoncoin,PGN,"
$441,773
",$0.000156
929,Globatalent,GBT,"
$437,074
",$0.001103
930,SiaCashCoin,SCC,"
$436,667
",$0.000055
931,JET8,J8T,"
$434,866
",$0.000527
932,HeartBout,HB,"
$433,610
",$0.008151
933,TENA,TENA,"
$428,989
",$0.170107
934,Blockport,BPT,"
$419,315
",$0.007852
935,Profile Utili...,PUT,"
$419,314
",$0.009258
936,Bob's Repair,BOB,"
$416,894
",$0.002270
937,Hush,HUSH,"
$409,478
",$0.072581
938,RealChain,RCT,"
$403,747
",$0.001012
939,Qwark,QWARK,"
$403,250
",$0.006048
940,eSDChain,SDA,"
$402,471
",$0.003687
941,Fox Trading,FOXT,"
$400,191
",$0.043951
942,Moin,MOIN,"
$392,872
",$0.046670
943,IXT,IXT,"
$391,943
",$0.010955
944,BitScreener T...,BITX,"
$391,926
",$0.002517
945,electrumdark,ELD,"
$377,748
",$0.096876
946,FlypMe,FYP,"
$373,968
",$0.021202
947,Energycoin,ENRG,"
$373,180
",$0.003051
948,HOLD,HOLD,"
$369,645
",$0.000524
949,Capricoin,CPC,"
$369,467
",$0.185658
950,Elcoin,EL,"
$363,254
",$0.032407
951,SyncFab,MFG,"
$359,206
",$0.001973
952,Patron,PAT,"
$357,344
",$0.001435
953,PopularCoin,POP,"
$355,457
",$0.000090
954,Bitcoin Incog...,XBI,"
$353,001
",$0.036394
955,Formosa Finan...,FMF,"
$352,413
",$0.000386
956,Maincoin,MNC,"
$348,907
",$0.002943
957,InterValue,INVE,"
$342,083
",$0.002570
958,Zetacoin,ZET,"
$336,952
",$0.001984
959,ParallelCoin,DUO,"
$334,046
",$1.06
960,Bettex Coin,BTXC,"
$322,916
",$0.054607
961,Spectiv,SIG,"
$322,162
",$0.001387
962,Blocktix,TIX,"
$321,374
",$0.008034
963,Arbidex,ABX,"
$320,918
",$0.015714
964,SPIDER VPS,SPDR,"
$320,666
",$0.178153
965,Stronghold Token,SHX,"
$320,531
",$0.000310
966,HEROcoin,PLAY,"
$319,568
",$0.002172
967,Proton Token,PTT,"
$316,533
",$0.000132
968,HollyWoodCoin,HWC,"
$314,684
",$0.015335
969,GoByte,GBX,"
$312,044
",$0.085685
970,Plus-Coin,NPLC,"
$309,948
",$0.000568
971,Atonomi,ATMI,"
$298,593
",$0.000610
972,Bigbom,BBO,"
$294,912
",$0.000870
973,Aphelion,APH,"
$292,523
",$0.005850
974,Bee Token,BEE,"
$290,745
",$0.001229
975,UltraNote Coin,XUN,"
$290,326
",$0.000081
976,Repme,RPM,"
$286,371
",$0.000008
977,PikcioChain,PKC,"
$278,842
",$0.005563
978,HeroNode,HER,"
$278,013
",$0.000266
979,Giant,GIC,"
$276,165
",$0.053347
980,Bitcoin Turbo...,BTK,"
$274,592
",$0.000022
981,Swap,XWP,"
$266,212
",$0.056823
982,PKG Token,PKG,"
$263,116
",$0.000029
983,IP Exchange,IPSX,"
$261,569
",$0.000293
984,Lobstex,LOBS,"
$261,126
",$0.015785
985,SignatureChain ,SICA,"
$260,065
",$0.000010
986,Sociall,SCL,"
$257,360
",$0.015398
987,Herbalist Token,HERB,"
$254,874
",$0.000027
988,Teloscoin,TELOS,"
$253,797
",$0.002887
989,Relex,RLX,"
$253,041
",$0.000136
990,MESG,MESG,"
$250,932
",$0.048003
991,Qwertycoin,QWC,"
$241,837
",$0.000003
992,Typerium,TYPE,"
$241,814
",$0.000636
993,BetterBetting,BETR,"
$239,333
",$0.001276
994,AiLink Token,ALI,"
$235,904
",$0.000082
995,BitNautic Token,BTNT,"
$233,951
",$0.013080
996,Webchain,WEB,"
$231,358
",$0.001970
